Year,County,Region,Type of Forest,Clear-cut Areal,3-10 years  Areal,11 - 20 years  Areal,21 - 30 years  Areal,31 - 40 years  Areal,41 - 60 years  Areal,61 - 80 years  Areal,81 - 100 years  Areal,101 - 120 years  Areal,121 - 140 years  Areal,141+ years  Areal,Yearly growth,Average Age,Clear-cut Percent,3-10 years  Percent,11 - 20 years  Percent,21 - 30 years  Percent,31 - 40 years  Percent,41 - 60 years  Percent,61 - 80 years  Percent,81 - 100 years  Percent,101 - 120 years  Percent,121 - 140 years  Percent,141+ years  Percent,Old Forest 100 120 140*
2009,20 Dalarnas län,Svealand,Unprotected,80.5,155.2,195.3,261.4,200.8,254.4,127,119.5,139.9,155.2,171.1,4.69,59.6,4.3,8.3,10.5,14.1,10.8,13.7,6.8,6.4,7.5,8.3,9.2,9.2
2009,21 Gävleborgs län,Södra Norrland,Unprotected,56,144.3,144.2,168.6,184.6,254.5,147.5,124.8,110.5,78.7,37,6.01,52.2,3.9,9.9,9.9,11.6,12.7,17.5,10.2,8.6,7.6,5.4,2.6,8
2009,22 Västernorrlands län,Södra Norrland,Unprotected,88.4,116.5,178.7,228.3,225.8,252.3,127.2,124.4,139.9,103,83.5,5.92,54.5,5.3,7,10.7,13.7,13.5,15.1,7.6,7.5,8.4,6.2,5,11.2
2009,23 Jämtlands län,Södra Norrland,Unprotected,89.2,199.9,250.4,281.6,182,322,122.7,159.4,217.8,251.7,373.3,4.23,69.3,3.6,8.2,10.2,11.5,7.4,13.1,5,6.5,8.9,10.3,15.2,15.2
2009,24 Västerbottens län,Norra Norrland,Unprotected,110.5,237.1,258.4,315.5,244.1,500.2,327,260.5,221.4,218.5,210.6,3.73,61,3.8,8.2,8.9,10.9,8.4,17.2,11.3,9,7.6,7.5,7.3,7.3
2009,25 Norrbottens län,Norra Norrland,Unprotected,89.5,246.3,244.6,340,327.5,655.2,389.4,307.7,219.9,246.3,271.5,2.93,62.8,2.7,7.4,7.3,10.2,9.8,19.6,11.7,9.2,6.6,7.4,8.1,8.1
2010,01 Stockholms län,Svealand,Unprotected,17.8,17.7,19.9,31.1,35.5,39.3,42,28.1,26.8,9.9,13.8,7.11,57.3,6.3,6.3,7.1,11,12.6,13.9,14.9,10,9.5,3.5,4.9,17.9
2010,03 Uppsala län,Svealand,Unprotected,20.4,37.6,49.4,43.1,44.2,81.1,65.1,58.3,33.9,17.5,9.4,6.66,54,4.4,8.2,10.7,9.4,9.6,17.6,14.1,12.7,7.4,3.8,2,5.8
2010,04 Södermanlands län,Svealand,Unprotected,14.3,21.7,31.9,34.1,40.2,85.1,56.9,33,15.9,6.9,4.5,7.72,50.4,4.1,6.3,9.3,9.9,11.7,24.7,16.5,9.6,4.6,2,1.3,7.9
2010,05 Östergötlands län,Svealand,Unprotected,29.7,43.1,68.8,78.8,79.6,134.1,72.4,66.2,34.2,12.5,7.2,7.96,48.2,4.7,6.9,11,12.6,12.7,21.4,11.6,10.6,5.5,2,1.1,8.6
2010,06 Jönköpings län,Götaland,Unprotected,33.2,74.9,72.9,74.4,61.8,114.7,81.6,87.7,54.8,20.8,16.7,7.15,52,4.8,10.8,10.5,10.7,8.9,16.5,11.8,12.6,7.9,3,2.4,13.3
2010,07 Kronobergs län,Götaland,Unprotected,36.9,107.4,71,51,86.7,93.6,77.6,65,37.9,7.3,2.1,6.36,42.9,5.8,16.9,11.2,8,13.6,14.7,12.2,10.2,6,1.1,0.3,1.4
2010,08 Kalmar län,Götaland,Unprotected,34.4,60.1,62.3,84.9,80.5,121.1,107.1,72.6,48.5,19.6,5.4,7.22,50.2,4.9,8.6,8.9,12.2,11.6,17.4,15.4,10.4,7,2.8,0.8,10.6
2010,09 Gotlands län,Götaland,Unprotected,9.9,4,9.8,11.8,11,7.8,17.6,12.2,13.4,7.6,21.4,4.17,73,7.8,3.2,7.7,9.3,8.7,6.2,13.9,9.6,10.6,6,16.9,16.9
2010,10 Blekinge län,Götaland,Unprotected,4.8,20.5,18.1,16.4,22.5,25.3,29.7,16,5.6,0.9,0.4,8.34,44.6,3,12.8,11.3,10.2,14,15.8,18.5,10,3.5,0.6,0.2,4.3
2010,12 Skåne län,Götaland,Unprotected,22.1,31.2,39.2,33.9,36.4,81,55.2,32.2,20.7,9.8,2,8.24,48.2,6.1,8.6,10.8,9.3,10,22.3,15.2,8.9,5.7,2.7,0.5,8.9
2010,13 Hallands län,Götaland,Unprotected,9,35,15.7,19.7,31.6,65.9,65.1,31.9,11.9,5.1,1.9,8.3,51.2,3.1,11.9,5.4,6.7,10.8,22.5,22.2,10.9,4.1,1.7,0.6,6.4
2010,14 Västra Götalands län,Götaland,Unprotected,55.4,103.7,140.2,115.9,165.3,250.7,156,140.5,80.5,43.3,19.4,7.66,51,4.4,8.2,11,9.1,13,19.7,12.3,11.1,6.3,3.4,1.5,11.2
2010,17 Värmlands län,Svealand,Unprotected,51.1,117.8,141.4,150,166.5,322.1,110.9,93.3,68.3,42.2,41.7,6.7,48.9,3.9,9,10.8,11.5,12.8,24.7,8.5,7.1,5.2,3.2,3.2,6.4
2010,18 Örebro län,Svealand,Unprotected,24.5,66.6,66.4,66.2,74.2,113.5,65.8,39,30.2,16.5,6.4,6.74,45.3,4.3,11.7,11.7,11.6,13,19.9,11.6,6.9,5.3,2.9,1.1,4
2010,19 Västmanlands län,Svealand,Unprotected,20.4,29,35.9,29.8,30,60,27.4,25.6,13.8,7.8,3.3,6.42,45,7.2,10.2,12.7,10.5,10.6,21.2,9.7,9,4.9,2.8,1.2,4
2010,20 Dalarnas län,Svealand,Unprotected,76.3,162.5,195.5,259.7,217.4,262.4,124.3,118.3,134.7,146.8,171.2,4.69,58.8,4.1,8.7,10.5,13.9,11.6,14,6.6,6.3,7.2,7.9,9.2,9.2
2010,21 Gävleborgs län,Södra Norrland,Unprotected,59.1,143.6,149,159.7,190.2,272.2,151.7,112.8,104.7,75.3,37,6.01,51.4,4.1,9.9,10.2,11,13.1,18.7,10.4,7.8,7.2,5.2,2.5,7.7
2010,22 Västernorrlands län,Södra Norrland,Unprotected,93.1,111.5,187.8,215.5,223.7,264.6,108.3,133.4,141.8,94.4,81.1,5.92,54,5.6,6.7,11.3,13,13.5,16,6.5,8.1,8.6,5.7,4.9,10.6
2010,23 Jämtlands län,Södra Norrland,Unprotected,87.4,207.3,243.8,292.1,194.9,340.9,126.1,173.2,202.8,252.5,358.2,4.23,68.2,3.5,8.4,9.8,11.8,7.9,13.7,5.1,7,8.2,10.2,14.4,14.4
2010,24 Västerbottens län,Norra Norrland,Unprotected,112.8,235.7,239.4,331.6,262.2,476.3,342.8,264,228.4,199.5,212.2,3.73,60.8,3.9,8.1,8.2,11.4,9,16.4,11.8,9.1,7.9,6.9,7.3,7.3
2010,25 Norrbottens län,Norra Norrland,Unprotected,94.8,237.5,230.3,318.8,325.1,651.6,394.2,298.3,198.7,236,301.2,2.93,63.5,2.9,7.2,7,9.7,9.9,19.8,12,9.1,6,7.2,9.2,9.2
2011,01 Stockholms län,Svealand,Unprotected,17.7,17.5,18.2,31.5,33.4,41.2,40.4,26.6,26.4,10.5,14.4,7.11,57.7,6.4,6.3,6.6,11.3,12,14.8,14.5,9.6,9.5,3.8,5.2,18.5
2011,03 Uppsala län,Svealand,Unprotected,22.6,32.2,55.5,48.9,47.8,86.4,65.4,58.1,34.8,17.8,12,6.66,53.9,4.7,6.7,11.5,10.2,9.9,17.9,13.6,12.1,7.2,3.7,2.5,6.2
2011,04 Södermanlands län,Svealand,Unprotected,14.1,23.9,31,33.1,39.9,80.6,53.9,32,16.5,7,3.9,7.72,50,4.2,7.1,9.2,9.9,11.9,24,16,9.5,4.9,2.1,1.2,8.2
2011,05 Östergötlands län,Svealand,Unprotected,26,46.1,61.1,74.6,85.1,136.8,70.8,63.3,34.5,13.6,7.1,7.96,48.6,4.2,7.4,9.9,12.1,13.7,22.1,11.4,10.2,5.6,2.2,1.1,8.9
2011,06 Jönköpings län,Götaland,Unprotected,31.6,80.5,73.6,71.9,68,117.8,88.4,81.1,54.2,18.6,15.6,7.15,51,4.5,11.5,10.5,10.3,9.7,16.8,12.6,11.6,7.7,2.7,2.2,12.6
2011,07 Kronobergs län,Götaland,Unprotected,29.2,121.4,70.3,51.7,89.1,97.1,77.1,61.1,38.6,7.2,2.1,6.36,42.4,4.5,18.8,10.9,8,13.8,15.1,12,9.5,6,1.1,0.3,1.4
2011,08 Kalmar län,Götaland,Unprotected,34.9,63.9,61.4,82.9,80.2,125.3,100.6,76.6,48.6,20.4,8,7.22,50.5,5,9.1,8.7,11.8,11.4,17.8,14.3,10.9,6.9,2.9,1.1,10.9
2011,09 Gotlands län,Götaland,Unprotected,9.8,5.4,8.4,15.5,10.1,7.8,14.7,11.8,14.2,8.9,19.3,4.17,71.4,7.8,4.3,6.7,12.3,8,6.2,11.7,9.4,11.3,7.1,15.3,15.3
2011,10 Blekinge län,Götaland,Unprotected,4.1,21.8,19.6,16.1,23.9,27.4,28.3,19.4,5.6,0.9,0.4,8.34,45,2.4,13,11.7,9.6,14.3,16.4,16.9,11.6,3.3,0.5,0.2,4
2011,12 Skåne län,Götaland,Unprotected,21.5,38.6,40.8,31.1,40.5,79.5,56.1,34.3,20.8,10.4,2.7,8.24,47.9,5.7,10.3,10.8,8.3,10.8,21.1,14.9,9.1,5.5,2.8,0.7,9
2011,13 Hallands län,Götaland,Unprotected,10,36.2,17.7,20.8,34.2,62.2,60.1,33.4,13.5,4.6,1.3,8.3,50.2,3.4,12.3,6,7.1,11.6,21.1,20.4,11.4,4.6,1.6,0.4,6.6
2011,14 Västra Götalands län,Götaland,Unprotected,53.2,111.3,142,105,168.7,253,152.3,140.3,83.1,39.5,19.4,7.66,50.7,4.2,8.8,11.2,8.3,13.3,20,12,11.1,6.6,3.1,1.5,11.2
2011,17 Värmlands län,Svealand,Unprotected,46.9,120.7,134.4,143,172.5,319.3,104.6,88.4,67.8,42.1,39.7,6.7,48.7,3.7,9.4,10.5,11.2,13.5,25,8.2,6.9,5.3,3.3,3.1,6.4
2011,18 Örebro län,Svealand,Unprotected,24,64,63.1,68,70.7,120.8,65.8,36.4,28.3,17.2,6.9,6.74,45.6,4.2,11.3,11.2,12,12.5,21.4,11.6,6.4,5,3,1.2,4.2
2011,19 Västmanlands län,Svealand,Unprotected,19.3,30.7,40.5,29.4,29.1,61,30.7,24.9,14.4,9.1,3,6.42,45.1,6.6,10.5,13.9,10.1,10,20.9,10.5,8.5,4.9,3.1,1,4.1
2011,20 Dalarnas län,Svealand,Unprotected,74.8,153.6,186.9,255.8,239.5,264.3,117.3,118.9,129.8,145.8,169,4.69,58.8,4,8.3,10.1,13.8,12.9,14.2,6.3,6.4,7,7.9,9.1,9.1
2011,21 Gävleborgs län,Södra Norrland,Unprotected,67.1,142.2,141.5,156.7,209,279.5,156.1,115.7,96.4,73.3,38.1,6.01,51,4.5,9.6,9.6,10.6,14.2,18.9,10.6,7.8,6.5,5,2.6,7.6
2011,22 Västernorrlands län,Södra Norrland,Unprotected,103,105.3,174.1,215.6,216.2,269.7,112.9,129.7,136.2,97.2,82.7,5.92,54.3,6.3,6.4,10.6,13.1,13.2,16.4,6.9,7.9,8.3,5.9,5,10.9
2011,23 Jämtlands län,Södra Norrland,Unprotected,89.7,214.2,242.9,296.4,196.1,350.9,127.6,174.5,194.3,256.4,377.6,4.23,68.4,3.6,8.5,9.6,11.8,7.8,13.9,5.1,6.9,7.7,10.2,15,15
2011,24 Västerbottens län,Norra Norrland,Unprotected,107,229.8,239.6,342.1,277.1,459.9,330.3,268.3,247.8,211.5,203.9,3.73,61.2,3.7,7.9,8.2,11.7,9.5,15.8,11.3,9.2,8.5,7.3,7,7
2011,25 Norrbottens län,Norra Norrland,Unprotected,84.3,208.4,236.3,293,350.5,649.3,425.3,309,200.8,225.4,317.9,2.93,64.6,2.6,6.3,7.2,8.9,10.6,19.7,12.9,9.4,6.1,6.8,9.6,9.6
2012,01 Stockholms län,Svealand,Unprotected,18.1,17.8,21.2,29.8,39.3,44.7,36.7,29.7,25.1,11.9,13.3,7.11,56.7,6.3,6.2,7.4,10.4,13.7,15.5,12.8,10.3,8.7,4.1,4.6,17.4
2012,03 Uppsala län,Svealand,Unprotected,23.4,38.4,49.7,48,51.4,90.3,59.4,54.4,33.4,15.2,11.8,6.66,52.4,4.9,8.1,10.5,10.1,10.8,19,12.5,11.4,7,3.2,2.5,5.7
2012,04 Södermanlands län,Svealand,Unprotected,13.9,25.7,29.4,33.7,39.5,82.7,60.9,33.3,19.1,7.3,4.4,7.72,51.2,4,7.3,8.4,9.6,11.3,23.6,17.4,9.5,5.5,2.1,1.3,8.9
2012,05 Östergötlands län,Svealand,Unprotected,21.7,48.1,59.8,71.5,85.9,148.2,67.1,56.9,34.3,13.9,7.9,7.96,48.6,3.5,7.8,9.7,11.6,14,24.1,10.9,9.2,5.6,2.3,1.3,9.2
2012,06 Jönköpings län,Götaland,Unprotected,30,77.3,69.7,71.3,69.8,117.7,83.5,82.8,50.6,18,16.4,7.15,51.3,4.4,11.3,10.1,10.4,10.2,17.1,12.2,12.1,7.4,2.6,2.4,12.4
2012,07 Kronobergs län,Götaland,Unprotected,24.2,126,71.4,51.6,91.7,100.1,70.6,63.4,38,7.6,1.9,6.36,42.2,3.7,19.5,11,8,14.2,15.5,10.9,9.8,5.9,1.2,0.3,1.5
2012,08 Kalmar län,Götaland,Unprotected,37,58.9,65.7,80.3,79.8,129.9,93.3,78.3,51.5,23.4,8.4,7.22,51.1,5.2,8.3,9.3,11.4,11.3,18.4,13.2,11.1,7.3,3.3,1.2,11.8
2012,09 Gotlands län,Götaland,Unprotected,10.2,2.8,7.3,16.8,10.1,9,15.9,10.6,12.7,8.1,16.6,4.17,69.5,8.5,2.3,6.1,14,8.4,7.5,13.2,8.8,10.6,6.7,13.8,13.8
2012,10 Blekinge län,Götaland,Unprotected,5.7,22,19.2,15.6,20.2,26.2,28.9,24.3,6.3,2.2,0.5,8.34,47.1,3.3,12.9,11.2,9.1,11.8,15.3,16.9,14.2,3.7,1.3,0.3,5.3
2012,12 Skåne län,Götaland,Unprotected,24,41.5,38.3,29.8,38.3,78.6,63.2,37.3,16.4,11.2,2.9,8.24,47.9,6.3,10.9,10,7.8,10,20.6,16.6,9.8,4.3,2.9,0.8,8
2012,13 Hallands län,Götaland,Unprotected,10.1,37.3,18.1,21.8,29.7,65.2,60.3,33.4,12.2,5.5,1.5,8.3,50.2,3.4,12.6,6.1,7.4,10.1,22.1,20.4,11.3,4.1,1.9,0.5,6.5
2012,14 Västra Götalands län,Götaland,Unprotected,57.3,112.6,138.8,105.5,166.9,255.9,149.3,139.4,81.1,38.7,21.6,7.66,50.6,4.5,8.9,11,8.3,13.2,20.2,11.8,11,6.4,3.1,1.7,11.2
2012,17 Värmlands län,Svealand,Unprotected,47.3,111.5,138.9,136.3,169.6,318.5,113,80.3,69.8,41.2,37.2,6.7,48.8,3.7,8.8,11,10.8,13.4,25.2,8.9,6.4,5.5,3.3,2.9,6.2
2012,18 Örebro län,Svealand,Unprotected,28.3,61.3,63.7,67.2,71.8,120.9,66.5,35,24.9,18.4,8.8,6.74,45.4,5,10.8,11.2,11.9,12.7,21.3,11.7,6.2,4.4,3.2,1.6,4.8
2012,19 Västmanlands län,Svealand,Unprotected,20.8,33.6,41.3,34.6,23.9,56.6,31.9,25.5,17.9,10.1,3.4,6.42,45.6,6.9,11.2,13.8,11.6,8,18.9,10.7,8.5,6,3.4,1.1,4.5
2012,20 Dalarnas län,Svealand,Unprotected,79.5,156.8,181.2,240.3,250.6,268.8,125.1,112.2,115.1,144.3,185.4,4.69,59.1,4.3,8.4,9.7,12.9,13.5,14.5,6.7,6,6.2,7.8,10,10
2012,21 Gävleborgs län,Södra Norrland,Unprotected,69.1,137.6,141.6,161.1,209.4,285.3,155.4,111.7,91.7,64.6,34.4,6.01,49.9,4.7,9.4,9.7,11,14.3,19.5,10.6,7.6,6.3,4.4,2.4,6.8
2012,22 Västernorrlands län,Södra Norrland,Unprotected,95.4,116.3,176,212.9,197.8,305.8,116.8,141.3,125.7,101,77,5.92,54.1,5.7,7,10.6,12.8,11.9,18.4,7,8.5,7.5,6.1,4.6,10.7
2012,23 Jämtlands län,Södra Norrland,Unprotected,91.4,220.1,226.9,301.1,217.3,367.2,135.7,182.7,187.5,233.5,389.4,4.23,67.9,3.6,8.6,8.9,11.8,8.5,14.4,5.3,7.2,7.3,9.1,15.3,15.3
2012,24 Västerbottens län,Norra Norrland,Unprotected,109.2,234.8,237.3,314.5,283.2,468.2,345.2,282.8,233.7,213.4,207.5,3.73,61.5,3.7,8,8.1,10.7,9.7,16,11.8,9.7,8,7.3,7.1,7.1
2012,25 Norrbottens län,Norra Norrland,Unprotected,78.9,212.4,238.3,286.4,358.3,633.3,464.1,310.7,193.4,227.7,333.2,2.93,65.1,2.4,6.4,7.1,8.6,10.7,19,13.9,9.3,5.8,6.8,10,10
2013,01 Stockholms län,Svealand,Unprotected,22,17.1,24.3,23.6,43.1,51.8,34.9,32.7,24.5,8.8,15.5,7.11,56,7.4,5.7,8.2,7.9,14.5,17.4,11.7,11,8.2,3,5.2,16.4
2013,03 Uppsala län,Svealand,Unprotected,29.5,35.5,51.4,45.5,50,94.8,55.5,56.4,33.1,15.5,11.9,6.66,52.2,6.2,7.4,10.7,9.5,10.4,19.8,11.6,11.8,6.9,3.2,2.5,5.7
2013,04 Södermanlands län,Svealand,Unprotected,9.8,28.1,29.6,37.9,41,77.6,59.8,35,19,8,4.9,7.72,51.5,2.8,8,8.4,10.8,11.7,22.1,17.1,10,5.4,2.3,1.4,9.1
2013,05 Östergötlands län,Svealand,Unprotected,18.1,53.6,56.1,66.7,89.2,150,69.3,61.1,33.1,12,9.1,7.96,49,2.9,8.7,9.1,10.8,14.4,24.3,11.2,9.9,5.4,1.9,1.5,8.8
2013,06 Jönköpings län,Götaland,Unprotected,30.1,78,64.4,75.4,68.7,125.4,83.6,81.1,48.9,16.9,15.2,7.15,50.8,4.4,11.3,9.4,11,10,18.2,12.2,11.8,7.1,2.5,2.2,11.8
2013,07 Kronobergs län,Götaland,Unprotected,23.3,125.2,77.2,53.6,91.6,109,68.4,65.4,35.8,8.6,2.1,6.36,42.1,3.5,19,11.7,8.1,13.9,16.5,10.4,9.9,5.4,1.3,0.3,1.6
2013,08 Kalmar län,Götaland,Unprotected,33.7,59.3,69.5,71.3,85.8,138.9,85.1,80.2,48.9,27.9,10.7,7.22,51.8,4.7,8.3,9.8,10,12.1,19.5,12,11.3,6.9,3.9,1.5,12.3
2013,09 Gotlands län,Götaland,Unprotected,11.6,3.3,6.4,15.7,9.3,11.1,9.5,11.4,12.6,9.5,16.4,4.17,69.9,9.9,2.8,5.5,13.5,8,9.5,8.1,9.8,10.8,8.1,14.1,14.1
2013,10 Blekinge län,Götaland,Unprotected,4.9,25,19.8,13.3,21.9,31.1,27.2,25.2,6.6,2.4,0.7,8.34,47.1,2.8,14,11.1,7.5,12.3,17.5,15.3,14.2,3.7,1.3,0.4,5.4
2013,12 Skåne län,Götaland,Unprotected,25.1,42.9,39.7,33.4,36.9,81,65,34.5,14.6,11.8,3.4,8.24,47.1,6.5,11,10.2,8.6,9.5,20.9,16.7,8.9,3.8,3,0.9,7.7
2013,13 Hallands län,Götaland,Unprotected,10,43.8,19.6,21.1,29.6,67.7,59.5,29.1,11.9,3.8,1.8,8.3,48.1,3.4,14.7,6.6,7.1,9.9,22.7,20,9.8,4,1.3,0.6,5.9
2013,14 Västra Götalands län,Götaland,Unprotected,62.8,112.3,129.7,111.9,156.1,269.1,150.2,133.6,84.9,40.7,22.5,7.66,50.8,4.9,8.8,10.2,8.8,12.3,21.1,11.8,10.5,6.7,3.2,1.8,11.7
2013,17 Värmlands län,Svealand,Unprotected,51,108.1,135.1,132.4,171.5,332.6,118,77.9,72.7,47.6,38.2,6.7,49.6,4,8.4,10.5,10.3,13.3,25.9,9.2,6.1,5.7,3.7,3,6.7
2013,18 Örebro län,Svealand,Unprotected,30.1,61.3,59.3,59.7,75.7,127.8,62,34.3,22.1,16.3,8.8,6.74,44.9,5.4,11,10.6,10.7,13.6,22.9,11.1,6.2,4,2.9,1.6,4.5
2013,19 Västmanlands län,Svealand,Unprotected,16.2,36.1,43.5,35,26.4,64.3,29.2,27.3,18.4,11.7,3.4,6.42,46.2,5.2,11.6,14,11.2,8.5,20.6,9.4,8.8,5.9,3.8,1.1,4.9
2013,20 Dalarnas län,Svealand,Unprotected,82.2,159.4,178,227.1,263.5,286,127.4,105.2,105.1,135,185.3,4.69,58.2,4.4,8.6,9.6,12.2,14.2,15.4,6.9,5.7,5.7,7.3,10,10
2013,21 Gävleborgs län,Södra Norrland,Unprotected,75,128.2,160.4,156,209.4,298.7,163.6,110.4,97,63.5,37.9,6.01,50.1,5,8.5,10.7,10.4,14,19.9,10.9,7.4,6.5,4.2,2.5,6.7
2013,22 Västernorrlands län,Södra Norrland,Unprotected,102,127.2,166.5,201.7,218,320.4,116.2,137.3,121.9,97,71.8,5.92,53,6.1,7.6,9.9,12,13,19.1,6.9,8.2,7.3,5.8,4.3,10.1
2013,23 Jämtlands län,Södra Norrland,Unprotected,103.7,211.1,229.5,312.8,245.6,372,140.6,190.7,194,238.1,366.8,4.23,66.7,4,8.1,8.8,12,9.4,14.3,5.4,7.3,7.4,9.1,14.1,14.1
2013,24 Västerbottens län,Norra Norrland,Unprotected,120.3,232.8,224.2,313.4,293,471,353.7,294.2,231.2,199.8,211.2,3.73,61.3,4.1,7.9,7.6,10.6,9.9,16,12,10,7.9,6.8,7.2,7.2
2013,25 Norrbottens län,Norra Norrland,Unprotected,89.7,207.7,248.5,261.9,377.6,640,477.3,314.6,195.3,222.7,346.6,2.93,65.3,2.7,6.1,7.3,7.7,11.2,18.9,14.1,9.3,5.8,6.6,10.2,10.2
2014,01 Stockholms län,Svealand,Unprotected,22.1,14.5,24.4,22.5,43.3,55.8,30.9,40.3,20.9,8.6,15,7.11,56.2,7.4,4.9,8.2,7.5,14.5,18.7,10.4,13.5,7,2.9,5,14.9
2014,03 Uppsala län,Svealand,Unprotected,29.3,34.2,50.8,44.3,54.6,92.9,57.6,55.7,36.5,16.3,10.4,6.66,52.5,6.1,7.1,10.5,9.2,11.3,19.2,11.9,11.5,7.6,3.4,2.2,5.6
2014,04 Södermanlands län,Svealand,Unprotected,9.5,28.7,30.3,37.8,37.5,78.2,60.5,33.5,19.4,8.3,4.6,7.72,51.5,2.7,8.2,8.7,10.9,10.8,22.5,17.4,9.6,5.6,2.4,1.3,9.3
2014,05 Östergötlands län,Svealand,Unprotected,19.7,58,52.4,63,88.1,150.6,61.7,53.9,32.3,15.1,8.5,7.96,48.4,3.3,9.6,8.7,10.4,14.6,25,10.2,8.9,5.4,2.5,1.4,9.3
2014,06 Jönköpings län,Götaland,Unprotected,26.4,79.5,65.7,76.7,74.3,128.3,84,79.7,47.3,16.4,15.2,7.15,50.4,3.8,11.5,9.5,11.1,10.7,18.5,12.1,11.5,6.8,2.4,2.2,11.4
2014,07 Kronobergs län,Götaland,Unprotected,24.9,124.3,82.8,49.2,85.5,113.4,68.9,63,34.5,9,2,6.36,41.8,3.8,18.9,12.6,7.5,13,17.2,10.5,9.6,5.2,1.4,0.3,1.7
2014,08 Kalmar län,Götaland,Unprotected,33.1,62.4,65.2,74.7,77.4,139.6,85.5,77.5,53.1,28.4,13.9,7.22,52.7,4.7,8.8,9.2,10.5,10.9,19.6,12,10.9,7.5,4,2,13.5
2014,09 Gotlands län,Götaland,Unprotected,11.2,4.1,6.5,15.5,10.5,14.6,10.9,12.8,12.9,9,13,4.17,66.7,9.3,3.4,5.4,12.8,8.7,12.1,9,10.6,10.7,7.5,10.8,10.8
2014,10 Blekinge län,Götaland,Unprotected,6.5,28.2,17.4,16.2,22.7,35.5,28.5,26.3,7,2.4,0.7,8.34,46.6,3.4,14.7,9.1,8.5,11.9,18.5,14.9,13.7,3.7,1.3,0.4,5.4
2014,12 Skåne län,Götaland,Unprotected,26.1,42.5,41.9,35.9,40.4,83.7,64,37.7,14,11.7,3.4,8.24,46.8,6.5,10.6,10.4,8.9,10.1,20.9,15.9,9.4,3.5,2.9,0.8,7.2
2014,13 Hallands län,Götaland,Unprotected,10.5,40.1,23.2,22.2,27.6,61.6,54,30.3,11.9,4.3,1.8,8.3,48,3.7,13.9,8.1,7.7,9.6,21.4,18.8,10.5,4.1,1.5,0.6,6.2
2014,14 Västra Götalands län,Götaland,Unprotected,62.2,115.1,126.6,114.5,147.4,269.1,150.8,131.4,84.6,37,26,7.66,50.9,4.9,9.1,10,9.1,11.7,21.3,11.9,10.4,6.7,2.9,2.1,11.7
2014,17 Värmlands län,Svealand,Unprotected,52.8,109.9,127,139.3,170.9,328.6,124.2,77.5,67.2,50.2,40.3,6.7,49.7,4.1,8.5,9.9,10.8,13.3,25.5,9.6,6,5.2,3.9,3.1,7
2014,18 Örebro län,Svealand,Unprotected,26.3,54.1,58.9,62.5,76.4,130.7,60.8,37.7,21.6,16.6,9.2,6.74,46,4.7,9.8,10.6,11.3,13.8,23.6,11,6.8,3.9,3,1.7,4.7
2014,19 Västmanlands län,Svealand,Unprotected,19.8,36.5,42.3,39.9,27.3,60.9,29.4,25.4,17.4,12.3,3.6,6.42,45.1,6.3,11.6,13.4,12.7,8.7,19.3,9.3,8.1,5.5,3.9,1.1,5
2014,20 Dalarnas län,Svealand,Unprotected,82.1,155.1,182.5,224.5,280,295.4,127,99.3,100.2,131.5,192.2,4.69,58,4.4,8.3,9.8,12,15,15.8,6.8,5.3,5.4,7,10.3,10.3
2014,21 Gävleborgs län,Södra Norrland,Unprotected,79.3,131.7,159.8,150.5,198.8,300.3,157.8,108.9,92.1,63,40.9,6.01,50,5.3,8.9,10.8,10.1,13.4,20.2,10.6,7.3,6.2,4.2,2.8,7
2014,22 Västernorrlands län,Södra Norrland,Unprotected,102.1,131.9,161.5,197.5,215,323.5,121.3,133.3,115.7,96.5,71.8,5.92,52.8,6.1,7.9,9.7,11.8,12.9,19.4,7.3,8,6.9,5.8,4.3,10.1
2014,23 Jämtlands län,Södra Norrland,Unprotected,106.6,213.2,226.4,305.9,266.4,363.7,138,179.2,194.9,244.4,356.9,4.23,66.3,4.1,8.2,8.7,11.8,10.3,14,5.3,6.9,7.5,9.4,13.8,13.8
2014,24 Västerbottens län,Norra Norrland,Unprotected,120.6,242.8,221.8,322.7,321.4,502.4,372.6,303.3,240.5,215.3,224.4,3.73,61.7,3.9,7.9,7.2,10.5,10.4,16.3,12.1,9.8,7.8,7,7.3,7.3
2014,25 Norrbottens län,Norra Norrland,Unprotected,102.4,204.9,242.6,249.3,384.6,623.9,477,337.7,199.8,225.3,338.3,2.93,65.4,3,6.1,7.2,7.4,11.4,18.4,14.1,10,5.9,6.7,10,10
2015,01 Stockholms län,Svealand,Unprotected,18.9,12.7,21.9,20.6,38.8,58.2,32.3,40.8,20,8.2,15.1,7.11,57.9,6.6,4.4,7.6,7.2,13.5,20.3,11.2,14.2,7,2.9,5.3,15.2
2015,03 Uppsala län,Svealand,Unprotected,29.3,34.2,44.3,48.1,53.2,95.5,56.6,55,35.9,14.3,12.1,6.66,52.7,6.1,7.1,9.3,10.1,11.1,20,11.8,11.5,7.5,3,2.5,5.5
2015,04 Södermanlands län,Svealand,Unprotected,14.1,27.3,30.6,38,36.1,73.7,60.4,29.8,17.7,6.4,5.3,7.72,50,4.2,8,9,11.2,10.6,21.7,17.8,8.8,5.2,1.9,1.6,8.7
