,Year,County,Region,Clear-cut Areal,3-10 years  Areal,11 - 20 years  Areal,21 - 30 years  Areal,31 - 40 years  Areal,41 - 60 years  Areal,61 - 80 years  Areal,81 - 100 years  Areal,101 - 120 years  Areal,121 - 140 years  Areal,141+ years  Areal,Areal (1000 ha) Alla åldersklasser,average age,% old forest 100 120 140,Forest 80-120y.o.,% Forest 80-120y.o.,% Forest 141+ years old,Yearly growth m3 by hectare
438,2005,Jämtland,Södra Norrland,109.8,225.4,298.7,256.9,214.6,254.4,131.3,193.6,289.0,291.7,311.7,2577.1,69.9,12.1,482.6,18.7,12.1,4.23
439,2005,Västerbotten,Norra Norrland,132.4,242.0,316.6,336.2,215.3,470.4,324.3,264.3,224.9,230.5,232.0,2988.9,61.9,7.8,489.2,16.4,7.8,3.73
440,2005,Norrbotten,Norra Norrland,108.3,249.5,243.7,348.1,336.4,618.8,402.7,307.8,244.7,254.2,266.4,3380.6,63.9,7.9,552.5,16.3,7.9,2.93
441,2006,Stockholm,Svealand,20.0,19.4,21.4,37.7,29.2,42.7,42.7,29.2,25.9,6.8,11.6,286.6,55.4,15.5,55.1,19.2,4.0,7.11
442,2006,Uppsala,Svealand,17.1,42.2,49.3,39.4,47.2,74.9,70.9,57.2,26.7,18.8,5.8,449.5,53.2,5.5,83.9,18.7,1.3,6.66
443,2006,Södermanland,Svealand,14.8,20.9,37.2,34.8,38.4,72.1,54.0,35.0,13.9,7.5,4.9,333.5,50.3,7.9,48.9,14.7,1.5,7.72
444,2006,Östergötland,Götaland,23.3,51.9,62.7,78.9,80.0,118.7,75.8,71.7,37.0,14.0,8.0,622.0,49.9,9.5,108.7,17.5,1.3,7.96
445,2006,Jönköping,Götaland,32.1,64.8,80.8,62.8,74.1,115.8,92.3,91.1,46.8,20.6,15.2,696.4,52.7,11.9,137.9,19.8,2.2,7.15
446,2006,Kronoberg,Götaland,52.4,71.0,65.9,57.7,82.5,88.8,102.1,68.2,34.1,6.6,1.4,630.7,45.1,1.3,102.3,16.2,0.2,6.36
447,2006,Kalmar,Götaland,28.7,57.1,64.8,80.2,65.7,127.1,123.3,68.0,49.4,21.2,5.5,691.0,52.1,11.0,117.4,17.0,0.8,7.22
448,2006,Gotland,Götaland,3.4,4.8,9.2,10.2,7.9,9.0,14.1,8.7,9.4,11.1,14.4,102.2,75.8,25.0,18.1,17.7,14.1,4.17
449,2006,Blekinge,Götaland,8.3,18.5,10.8,22.3,22.9,28.9,37.4,10.0,6.8,1.5,,167.4,45.2,5.0,16.8,10.0,0.0,8.34
450,2006,Skåne,Götaland,21.3,24.6,37.6,35.9,42.0,90.1,59.2,36.9,22.3,11.3,1.0,382.2,50.3,9.1,59.2,15.5,0.3,8.24
451,2006,Halland,Götaland,13.6,26.1,23.7,25.1,36.2,52.9,61.7,33.1,12.0,2.6,1.2,288.2,49.4,5.5,45.1,15.6,0.4,8.3
452,2006,Västra Götaland,Götaland,57.8,115.7,121.3,141.3,150.6,224.0,167.3,139.2,80.1,31.5,20.8,1249.6,50.7,10.6,219.3,17.5,1.7,7.66
453,2006,Värmland,Svealand,55.9,114.3,143.2,170.2,169.6,285.0,110.7,106.5,64.6,42.7,37.7,1300.4,48.9,6.2,171.1,13.2,2.9,6.7
454,2006,Orebro,Svealand,29.2,51.3,69.1,72.2,77.9,89.3,65.7,38.2,45.4,13.4,3.9,555.6,46.7,3.1,83.6,15.0,0.7,6.74
455,2006,Västmanland,Svealand,15.4,36.2,40.0,29.3,32.8,48.9,33.0,29.6,15.1,9.3,2.6,292.2,46.1,4.1,44.7,15.3,0.9,6.42
456,2006,Dalarna,Svealand,86.8,142.5,222.3,243.4,175.9,241.5,121.3,136.8,143.7,173.9,157.4,1845.5,61.5,8.5,280.5,15.2,8.5,4.69
457,2006,Gävleborg,Södra Norrland,64.6,148.2,158.2,190.9,173.0,251.9,145.7,138.9,128.1,70.1,42.7,1512.3,52.9,7.5,267.0,17.7,2.8,6.01
458,2006,Västernorrland,Södra Norrland,75.8,137.5,204.0,222.7,208.7,228.1,131.2,154.8,154.3,109.9,66.2,1693.2,55.4,10.4,309.1,18.3,3.9,5.92
459,2006,Jämtland,Södra Norrland,107.3,217.5,278.9,275.3,213.0,257.7,117.9,185.7,271.2,287.5,324.2,2536.2,70.2,12.8,456.9,18.0,12.8,4.23
460,2006,Västerbotten,Norra Norrland,119.4,248.7,324.5,305.9,240.3,492.1,336.3,258.4,216.1,232.5,208.3,2982.5,61.1,7.0,474.5,15.9,7.0,3.73
461,2006,Norrbotten,Norra Norrland,102.6,266.8,236.8,371.5,309.8,614.6,403.4,300.6,248.7,264.8,267.0,3386.6,64.0,7.9,549.3,16.2,7.9,2.93
462,2007,Stockholm,Svealand,18.9,21.5,17.8,36.1,28.1,42.0,43.8,30.0,22.8,6.2,13.9,281.1,56.2,15.3,52.8,18.8,4.9,7.11
463,2007,Uppsala,Svealand,19.2,40.0,51.1,43.0,42.0,73.9,67.2,54.8,30.8,18.7,6.3,447.0,53.3,5.6,85.6,19.1,1.4,6.66
464,2007,Södermanland,Svealand,15.9,19.8,31.9,31.8,43.2,69.3,50.4,36.3,13.6,7.9,4.3,324.4,50.7,8.0,49.9,15.4,1.3,7.72
465,2007,Östergötland,Götaland,24.8,45.6,70.7,78.2,74.6,122.1,76.9,69.3,33.3,11.0,6.1,612.6,48.7,8.2,102.6,16.7,1.0,7.96
466,2007,Jönköping,Götaland,39.6,68.8,83.3,62.5,69.8,114.9,91.2,83.9,45.1,22.6,15.7,697.4,51.6,12.0,129.0,18.5,2.3,7.15
467,2007,Kronoberg,Götaland,59.3,81.4,62.2,55.2,83.5,84.8,93.7,69.1,35.6,6.8,2.1,633.7,44.2,1.4,104.7,16.5,0.3,6.36
468,2007,Kalmar,Götaland,26.9,57.1,64.5,84.7,64.2,133.5,125.3,71.5,48.4,21.4,5.4,702.9,52.3,10.7,119.9,17.1,0.8,7.22
469,2007,Gotland,Götaland,5.0,6.3,9.1,9.0,7.8,8.3,13.7,10.6,11.8,11.1,15.6,108.3,76.6,24.7,22.4,20.7,14.4,4.17
470,2007,Blekinge,Götaland,7.1,19.5,13.0,23.0,23.6,31.1,34.0,10.3,5.6,1.5,,168.7,43.9,4.2,15.9,9.4,0.0,8.34
471,2007,Skåne,Götaland,19.4,22.8,42.4,37.3,39.6,88.8,54.1,38.4,26.0,11.2,1.5,381.5,51.0,10.1,64.4,16.9,0.4,8.24
472,2007,Halland,Götaland,13.3,32.0,22.7,23.7,34.1,58.8,60.7,32.6,12.9,3.1,1.2,295.1,49.1,5.8,45.5,15.4,0.4,8.3
473,2007,Västra Götaland,Götaland,56.7,114.1,132.7,133.4,149.8,220.0,167.0,136.6,80.6,37.0,22.5,1250.4,51.1,11.2,217.2,17.4,1.8,7.66
474,2007,Värmland,Svealand,55.4,113.6,135.0,161.3,172.9,292.6,116.9,107.2,65.1,43.1,42.9,1306.0,49.9,6.6,172.3,13.2,3.3,6.7
475,2007,Orebro,Svealand,22.1,54.3,66.9,72.8,75.9,96.5,63.7,38.9,41.9,14.9,4.0,551.9,47.0,3.4,80.8,14.6,0.7,6.74
476,2007,Västmanland,Svealand,16.8,31.3,40.3,29.1,36.4,53.5,29.3,27.8,14.1,8.9,3.0,290.5,45.7,4.1,41.9,14.4,1.0,6.42
477,2007,Dalarna,Svealand,79.8,148.4,211.7,244.6,196.8,243.9,122.6,137.3,137.8,172.4,156.1,1851.4,61.2,8.4,275.1,14.9,8.4,4.69
478,2007,Gävleborg,Södra Norrland,61.9,147.1,154.4,177.8,179.5,258.6,142.4,136.3,126.7,78.8,38.9,1502.4,53.3,7.8,263.0,17.5,2.6,6.01
479,2007,Västernorrland,Södra Norrland,82.4,125.1,191.6,232.3,221.9,235.4,122.8,138.1,148.4,103.3,73.4,1674.7,55.0,10.6,286.5,17.1,4.4,5.92
480,2007,Jämtland,Södra Norrland,95.6,211.2,286.6,273.0,197.6,275.1,120.0,178.0,273.5,288.7,308.8,2508.1,70.1,12.3,451.5,18.0,12.3,4.23
481,2007,Västerbotten,Norra Norrland,123.3,239.4,302.9,326.3,242.6,499.2,331.5,245.2,231.8,222.7,207.7,2972.6,61.1,7.0,477.0,16.0,7.0,3.73
482,2007,Norrbotten,Norra Norrland,96.5,267.7,246.6,350.1,306.3,622.2,390.7,301.7,238.2,252.4,272.4,3344.8,64.0,8.1,539.9,16.1,8.1,2.93
483,2008,Stockholm,Svealand,17.3,17.7,17.9,34.3,31.6,42.1,43.8,28.7,23.8,8.5,12.5,278.2,57.3,16.1,52.5,18.9,4.5,7.11
484,2008,Uppsala,Svealand,20.0,36.7,52.4,46.4,43.6,77.7,65.2,54.6,33.0,17.0,6.4,453.0,53.1,5.2,87.6,19.3,1.4,6.66
485,2008,Södermanland,Svealand,19.4,16.7,31.0,32.4,43.0,79.8,56.6,34.9,12.3,6.6,3.8,336.5,50.1,6.7,47.2,14.0,1.1,7.72
486,2008,Östergötland,Götaland,23.8,46.7,71.6,77.8,75.4,123.0,75.4,68.0,32.5,11.8,5.4,611.4,48.4,8.1,100.5,16.4,0.9,7.96
487,2008,Jönköping,Götaland,37.1,70.0,78.7,70.7,69.7,115.8,79.2,87.1,50.3,23.1,16.7,698.4,52.1,12.9,137.4,19.7,2.4,7.15
488,2008,Kronoberg,Götaland,52.7,85.8,67.9,49.7,87.9,86.7,90.0,69.5,37.4,6.1,1.5,635.2,44.1,1.2,106.9,16.8,0.2,6.36
489,2008,Kalmar,Götaland,27.1,59.6,60.8,88.6,66.2,127.5,121.3,69.6,49.7,20.0,5.8,696.2,51.9,10.8,119.3,17.1,0.8,7.22
490,2008,Gotland,Götaland,6.8,6.0,8.8,10.2,8.3,7.7,18.7,11.0,13.2,7.2,16.3,114.2,74.1,20.6,24.2,21.2,14.3,4.17
491,2008,Blekinge,Götaland,7.6,21.2,15.0,20.6,22.3,24.9,30.8,12.1,5.7,1.0,0.4,161.6,43.2,4.4,17.8,11.0,0.2,8.34
492,2008,Skåne,Götaland,22.9,24.5,44.0,36.5,35.6,85.0,50.6,38.5,25.5,8.4,2.0,373.5,49.7,9.6,64.0,17.1,0.5,8.24
493,2008,Halland,Götaland,11.7,29.6,21.3,22.2,34.6,58.0,59.8,34.6,15.4,5.0,1.2,293.4,51.3,7.4,50.0,17.0,0.4,8.3
494,2008,Västra Götaland,Götaland,56.0,115.5,135.0,119.8,164.6,227.4,158.5,133.8,82.1,34.3,21.9,1248.9,50.7,11.1,215.9,17.3,1.8,7.66
495,2008,Värmland,Svealand,53.4,113.2,133.7,163.5,165.1,302.3,117.2,104.2,68.9,40.2,41.3,1303.0,49.8,6.3,173.1,13.3,3.2,6.7
496,2008,Orebro,Svealand,24.0,58.1,61.2,73.1,79.6,96.0,68.3,37.6,41.6,17.6,5.6,562.7,47.6,4.1,79.2,14.1,1.0,6.74
497,2008,Västmanland,Svealand,16.8,33.8,34.0,32.9,37.7,52.8,31.5,26.4,14.7,7.6,3.0,291.2,45.4,3.6,41.1,14.1,1.0,6.42
498,2008,Dalarna,Svealand,80.8,147.2,199.2,259.0,203.8,245.8,129.7,126.6,135.4,158.3,168.1,1853.9,61.1,9.1,262.0,14.1,9.1,4.69
499,2008,Gävleborg,Södra Norrland,56.3,144.3,141.6,172.1,176.8,261.8,135.3,132.3,119.0,81.0,38.4,1458.9,53.6,8.2,251.3,17.2,2.6,6.01
500,2008,Västernorrland,Södra Norrland,79.6,124.4,187.9,234.9,225.4,240.8,122.5,119.9,141.9,101.6,83.3,1662.2,55.1,11.1,261.8,15.8,5.0,5.92
501,2008,Jämtland,Södra Norrland,90.3,198.3,261.5,269.2,187.9,294.0,119.5,170.0,240.9,259.4,347.8,2438.8,71.2,14.3,410.9,16.8,14.3,4.23
502,2008,Västerbotten,Norra Norrland,118.6,243.0,279.5,333.2,242.4,505.7,330.9,268.5,237.4,220.5,218.9,2998.6,62.0,7.3,505.9,16.9,7.3,3.73
503,2008,Norrbotten,Norra Norrland,94.5,250.4,258.6,340.6,316.4,645.1,376.9,308.9,235.8,242.8,282.0,3352.0,64.2,8.4,544.7,16.3,8.4,2.93
504,2009,Stockholm,Svealand,17.1,17.5,19.1,35.7,28.2,41.1,44.7,27.3,26.4,8.9,12.9,278.9,58.0,17.3,53.7,19.3,4.6,7.11
505,2009,Uppsala,Svealand,20.0,38.0,48.1,46.3,41.8,78.5,65.3,55.5,33.8,15.9,8.4,451.6,53.9,5.4,89.3,19.8,1.9,6.66
506,2009,Södermanland,Svealand,17.1,18.0,34.7,30.3,41.6,83.4,55.0,33.6,12.0,7.5,4.6,337.8,50.3,7.1,45.6,13.5,1.4,7.72
507,2009,Östergötland,Götaland,24.2,45.4,68.4,80.2,77.2,128.4,73.5,67.8,33.3,11.8,6.2,616.4,48.7,8.3,101.1,16.4,1.0,7.96
508,2009,Jönköping,Götaland,34.4,66.4,74.9,70.1,68.4,115.1,80.8,84.2,51.5,20.9,16.7,683.4,52.6,13.0,135.7,19.9,2.4,7.15
509,2009,Kronoberg,Götaland,49.7,95.3,72.8,48.6,87.5,90.4,85.2,63.3,38.3,7.6,1.7,640.4,43.3,1.5,101.6,15.9,0.3,6.36
510,2009,Kalmar,Götaland,30.0,62.1,59.6,85.4,79.8,128.8,112.8,68.9,51.2,19.6,5.2,703.4,51.1,10.8,120.1,17.1,0.7,7.22
511,2009,Gotland,Götaland,8.3,4.3,9.0,9.5,10.6,7.3,17.5,11.3,12.6,6.1,19.0,115.5,75.0,21.7,23.9,20.7,16.5,4.17
512,2009,Blekinge,Götaland,4.3,21.5,15.8,19.2,21.3,23.2,29.6,13.3,5.7,1.0,0.4,155.3,44.1,4.6,19.0,12.2,0.3,8.34
513,2009,Skåne,Götaland,20.6,30.2,37.3,31.0,36.9,83.3,49.5,35.1,22.6,7.7,2.0,356.2,49.1,9.1,57.7,16.2,0.6,8.24
514,2009,Halland,Götaland,9.8,32.5,18.3,20.5,32.1,61.1,59.5,33.2,12.3,5.0,1.2,285.5,51.0,6.5,45.5,15.9,0.4,8.3
515,2009,Västra Götaland,Götaland,56.3,106.4,138.4,118.3,171.4,243.2,156.9,139.1,84.0,39.5,20.4,1273.9,51.3,11.3,223.1,17.5,1.6,7.66
516,2009,Värmland,Svealand,52.0,113.4,142.0,157.8,161.1,309.6,119.6,94.3,67.0,40.2,41.3,1298.3,49.5,6.3,161.3,12.4,3.2,6.7
517,2009,Orebro,Svealand,24.2,63.1,67.1,67.6,77.4,103.0,70.7,36.2,35.0,16.2,5.3,565.8,46.1,3.8,71.2,12.6,0.9,6.74
518,2009,Västmanland,Svealand,17.3,30.5,33.1,30.5,37.6,57.3,32.4,24.7,14.8,7.6,2.9,288.7,45.9,3.6,39.5,13.7,1.0,6.42
519,2009,Dalarna,Svealand,80.5,155.2,195.3,261.4,200.8,254.4,127.0,119.5,139.9,155.2,171.1,1860.3,60.9,9.2,259.4,13.9,9.2,4.69
520,2009,Gävleborg,Södra Norrland,56.0,144.3,144.2,168.6,184.6,254.5,147.5,124.8,110.5,78.7,37.0,1450.7,52.9,8.0,235.3,16.2,2.6,6.01
521,2009,Västernorrland,Södra Norrland,88.4,116.5,178.7,228.3,225.8,252.3,127.2,124.4,139.9,103.0,83.5,1668.0,55.5,11.2,264.3,15.8,5.0,5.92
522,2009,Jämtland,Södra Norrland,89.2,199.9,250.4,281.6,182.0,322.0,122.7,159.4,217.8,251.7,373.3,2450.0,71.3,15.2,377.2,15.4,15.2,4.23
523,2009,Västerbotten,Norra Norrland,110.5,237.1,258.4,315.5,244.1,500.2,327.0,260.5,221.4,218.5,210.6,2903.8,62.2,7.3,481.9,16.6,7.3,3.73
524,2009,Norrbotten,Norra Norrland,89.5,246.3,244.6,340.0,327.5,655.2,389.4,307.7,219.9,246.3,271.5,3337.9,63.9,8.1,527.6,15.8,8.1,2.93
525,2010,Stockholm,Svealand,17.8,17.7,19.9,31.1,35.5,39.3,42.0,28.1,26.8,9.9,13.8,281.9,58.3,17.9,54.9,19.5,4.9,7.11
526,2010,Uppsala,Svealand,20.4,37.6,49.4,43.1,44.2,81.1,65.1,58.3,33.9,17.5,9.4,460.0,54.6,5.8,92.2,20.0,2.0,6.66
527,2010,Södermanland,Svealand,14.3,21.7,31.9,34.1,40.2,85.1,56.9,33.0,15.9,6.9,4.5,344.5,50.8,7.9,48.9,14.2,1.3,7.72
528,2010,Östergötland,Götaland,29.7,43.1,68.8,78.8,79.6,134.1,72.4,66.2,34.2,12.5,7.2,626.6,48.6,8.6,100.4,16.0,1.1,7.96
529,2010,Jönköping,Götaland,33.2,74.9,72.9,74.4,61.8,114.7,81.6,87.7,54.8,20.8,16.7,693.5,52.7,13.3,142.5,20.5,2.4,7.15
530,2010,Kronoberg,Götaland,36.9,107.4,71.0,51.0,86.7,93.6,77.6,65.0,37.9,7.3,2.1,636.5,43.3,1.5,102.9,16.2,0.3,6.36
531,2010,Kalmar,Götaland,34.4,60.1,62.3,84.9,80.5,121.1,107.1,72.6,48.5,19.6,5.4,696.5,50.7,10.6,121.1,17.4,0.8,7.22
532,2010,Gotland,Götaland,9.9,4.0,9.8,11.8,11.0,7.8,17.6,12.2,13.4,7.6,21.4,126.5,75.3,22.9,25.6,20.2,16.9,4.17
533,2010,Blekinge,Götaland,4.8,20.5,18.1,16.4,22.5,25.3,29.7,16.0,5.6,0.9,0.4,160.2,44.9,4.3,21.6,13.5,0.2,8.34
534,2010,Skåne,Götaland,22.1,31.2,39.2,33.9,36.4,81.0,55.2,32.2,20.7,9.8,2.0,363.7,48.6,8.9,52.9,14.5,0.5,8.24
535,2010,Halland,Götaland,9.0,35.0,15.7,19.7,31.6,65.9,65.1,31.9,11.9,5.1,1.9,292.8,51.5,6.5,43.8,15.0,0.6,8.3
536,2010,Västra Götaland,Götaland,55.4,103.7,140.2,115.9,165.3,250.7,156.0,140.5,80.5,43.3,19.4,1270.9,51.5,11.3,221.0,17.4,1.5,7.66
537,2010,Värmland,Svealand,51.1,117.8,141.4,150.0,166.5,322.1,110.9,93.3,68.3,42.2,41.7,1305.3,49.5,6.4,161.6,12.4,3.2,6.7
538,2010,Orebro,Svealand,24.5,66.6,66.4,66.2,74.2,113.5,65.8,39.0,30.2,16.5,6.4,569.3,45.7,4.0,69.2,12.2,1.1,6.74
539,2010,Västmanland,Svealand,20.4,29.0,35.9,29.8,30.0,60.0,27.4,25.6,13.8,7.8,3.3,283.0,45.4,3.9,39.4,13.9,1.2,6.42
540,2010,Dalarna,Svealand,76.3,162.5,195.5,259.7,217.4,262.4,124.3,118.3,134.7,146.8,171.2,1869.1,60.1,9.2,253.0,13.5,9.2,4.69
541,2010,Gävleborg,Södra Norrland,59.1,143.6,149.0,159.7,190.2,272.2,151.7,112.8,104.7,75.3,37.0,1455.3,52.1,7.7,217.5,14.9,2.5,6.01
542,2010,Västernorrland,Södra Norrland,93.1,111.5,187.8,215.5,223.7,264.6,108.3,133.4,141.8,94.4,81.1,1655.2,55.0,10.6,275.2,16.6,4.9,5.92
543,2010,Jämtland,Södra Norrland,87.4,207.3,243.8,292.1,194.9,340.9,126.1,173.2,202.8,252.5,358.2,2479.2,70.1,14.4,376.0,15.2,14.4,4.23
544,2010,Västerbotten,Norra Norrland,112.8,235.7,239.4,331.6,262.2,476.3,342.8,264.0,228.4,199.5,212.2,2904.9,62.0,7.3,492.4,17.0,7.3,3.73
545,2010,Norrbotten,Norra Norrland,94.8,237.5,230.3,318.8,325.1,651.6,394.2,298.3,198.7,236.0,301.2,3286.5,64.8,9.2,497.0,15.1,9.2,2.93
546,2011,Stockholm,Svealand,17.7,17.5,18.2,31.5,33.4,41.2,40.4,26.6,26.4,10.5,14.4,277.8,58.8,18.5,53.0,19.1,5.2,7.11
547,2011,Uppsala,Svealand,22.6,32.2,55.5,48.9,47.8,86.4,65.4,58.1,34.8,17.8,12.0,481.5,54.6,6.2,92.9,19.3,2.5,6.66
548,2011,Södermanland,Svealand,14.1,23.9,31.0,33.1,39.9,80.6,53.9,32.0,16.5,7.0,3.9,335.9,50.4,8.2,48.5,14.4,1.2,7.72
549,2011,Östergötland,Götaland,26.0,46.1,61.1,74.6,85.1,136.8,70.8,63.3,34.5,13.6,7.1,619.0,49.1,8.9,97.8,15.8,1.1,7.96
550,2011,Jönköping,Götaland,31.6,80.5,73.6,71.9,68.0,117.8,88.4,81.1,54.2,18.6,15.6,701.3,51.7,12.6,135.3,19.3,2.2,7.15
551,2011,Kronoberg,Götaland,29.2,121.4,70.3,51.7,89.1,97.1,77.1,61.1,38.6,7.2,2.1,644.9,42.7,1.4,99.7,15.5,0.3,6.36
552,2011,Kalmar,Götaland,34.9,63.9,61.4,82.9,80.2,125.3,100.6,76.6,48.6,20.4,8.0,702.8,51.0,11.0,125.2,17.8,1.1,7.22
553,2011,Gotland,Götaland,9.8,5.4,8.4,15.5,10.1,7.8,14.7,11.8,14.2,8.9,19.3,125.9,73.6,22.4,26.0,20.7,15.3,4.17
554,2011,Blekinge,Götaland,4.1,21.8,19.6,16.1,23.9,27.4,28.3,19.4,5.6,0.9,0.4,167.5,45.2,4.1,25.0,14.9,0.2,8.34
555,2011,Skåne,Götaland,21.5,38.6,40.8,31.1,40.5,79.5,56.1,34.3,20.8,10.4,2.7,376.3,48.3,9.0,55.1,14.6,0.7,8.24
556,2011,Halland,Götaland,10.0,36.2,17.7,20.8,34.2,62.2,60.1,33.4,13.5,4.6,1.3,294.0,50.5,6.6,46.9,16.0,0.4,8.3
557,2011,Västra Götaland,Götaland,53.2,111.3,142.0,105.0,168.7,253.0,152.3,140.3,83.1,39.5,19.4,1267.8,51.3,11.2,223.4,17.6,1.5,7.66
558,2011,Värmland,Svealand,46.9,120.7,134.4,143.0,172.5,319.3,104.6,88.4,67.8,42.1,39.7,1279.4,49.4,6.4,156.2,12.2,3.1,6.7
559,2011,Orebro,Svealand,24.0,64.0,63.1,68.0,70.7,120.8,65.8,36.4,28.3,17.2,6.9,565.2,46.0,4.3,64.7,11.4,1.2,6.74
560,2011,Västmanland,Svealand,19.3,30.7,40.5,29.4,29.1,61.0,30.7,24.9,14.4,9.1,3.0,292.1,45.5,4.1,39.3,13.5,1.0,6.42
561,2011,Dalarna,Svealand,74.8,153.6,186.9,255.8,239.5,264.3,117.3,118.9,129.8,145.8,169.0,1855.7,60.1,9.1,248.7,13.4,9.1,4.69
562,2011,Gävleborg,Södra Norrland,67.1,142.2,141.5,156.7,209.0,279.5,156.1,115.7,96.4,73.3,38.1,1475.6,51.6,7.5,212.1,14.4,2.6,6.01
563,2011,Västernorrland,Södra Norrland,103.0,105.3,174.1,215.6,216.2,269.7,112.9,129.7,136.2,97.2,82.7,1642.6,55.3,11.0,265.9,16.2,5.0,5.92
564,2011,Jämtland,Södra Norrland,89.7,214.2,242.9,296.4,196.1,350.9,127.6,174.5,194.3,256.4,377.6,2520.6,70.4,15.0,368.8,14.6,15.0,4.23
565,2011,Västerbotten,Norra Norrland,107.0,229.8,239.6,342.1,277.1,459.9,330.3,268.3,247.8,211.5,203.9,2917.3,62.4,7.0,516.1,17.7,7.0,3.73
566,2011,Norrbotten,Norra Norrland,84.3,208.4,236.3,293.0,350.5,649.3,425.3,309.0,200.8,225.4,317.9,3300.2,65.9,9.6,509.8,15.4,9.6,2.93
567,2012,Stockholm,Svealand,18.1,17.8,21.2,29.8,39.3,44.7,36.7,29.7,25.1,11.9,13.3,287.6,57.7,17.5,54.8,19.1,4.6,7.11
568,2012,Uppsala,Svealand,23.4,38.4,49.7,48.0,51.4,90.3,59.4,54.4,33.4,15.2,11.8,475.4,53.1,5.7,87.8,18.5,2.5,6.66
569,2012,Södermanland,Svealand,13.9,25.7,29.4,33.7,39.5,82.7,60.9,33.3,19.1,7.3,4.4,349.9,51.6,8.8,52.4,15.0,1.3,7.72
570,2012,Östergötland,Götaland,21.7,48.1,59.8,71.5,85.9,148.2,67.1,56.9,34.3,13.9,7.9,615.3,49.1,9.1,91.2,14.8,1.3,7.96
571,2012,Jönköping,Götaland,30.0,77.3,69.7,71.3,69.8,117.7,83.5,82.8,50.6,18.0,16.4,687.1,51.9,12.4,133.4,19.4,2.4,7.15
572,2012,Kronoberg,Götaland,24.2,126.0,71.4,51.6,91.7,100.1,70.6,63.4,38.0,7.6,1.9,646.5,42.6,1.5,101.4,15.7,0.3,6.36
573,2012,Kalmar,Götaland,37.0,58.9,65.7,80.3,79.8,129.9,93.3,78.3,51.5,23.4,8.4,706.5,51.7,11.8,129.8,18.4,1.2,7.22
574,2012,Gotland,Götaland,10.2,2.8,7.3,16.8,10.1,9.0,15.9,10.6,12.7,8.1,16.6,120.1,71.6,20.6,23.3,19.4,13.8,4.17
575,2012,Blekinge,Götaland,5.7,22.0,19.2,15.6,20.2,26.2,28.9,24.3,6.3,2.2,0.5,171.1,47.4,5.3,30.6,17.9,0.3,8.34
576,2012,Skåne,Götaland,24.0,41.5,38.3,29.8,38.3,78.6,63.2,37.3,16.4,11.2,2.9,381.5,48.3,8.0,53.7,14.1,0.8,8.24
577,2012,Halland,Götaland,10.1,37.3,18.1,21.8,29.7,65.2,60.3,33.4,12.2,5.5,1.5,295.1,50.5,6.5,45.6,15.5,0.5,8.3
578,2012,Västra Götaland,Götaland,57.3,112.6,138.8,105.5,166.9,255.9,149.3,139.4,81.1,38.7,21.6,1267.1,51.1,11.2,220.5,17.4,1.7,7.66
579,2012,Värmland,Svealand,47.3,111.5,138.9,136.3,169.6,318.5,113.0,80.3,69.8,41.2,37.2,1263.6,49.4,6.2,150.1,11.9,2.9,6.7
580,2012,Orebro,Svealand,28.3,61.3,63.7,67.2,71.8,120.9,66.5,35.0,24.9,18.4,8.8,566.8,45.9,4.8,59.9,10.6,1.6,6.74
581,2012,Västmanland,Svealand,20.8,33.6,41.3,34.6,23.9,56.6,31.9,25.5,17.9,10.1,3.4,299.6,46.0,4.5,43.4,14.5,1.1,6.42
582,2012,Dalarna,Svealand,79.5,156.8,181.2,240.3,250.6,268.8,125.1,112.2,115.1,144.3,185.4,1859.3,60.4,10.0,227.3,12.2,10.0,4.69
583,2012,Gävleborg,Södra Norrland,69.1,137.6,141.6,161.1,209.4,285.3,155.4,111.7,91.7,64.6,34.4,1461.9,50.5,6.8,203.4,13.9,2.4,6.01
584,2012,Västernorrland,Södra Norrland,95.4,116.3,176.0,212.9,197.8,305.8,116.8,141.3,125.7,101.0,77.0,1666.0,55.0,10.7,267.0,16.0,4.6,5.92
585,2012,Jämtland,Södra Norrland,91.4,220.1,226.9,301.1,217.3,367.2,135.7,182.7,187.5,233.5,389.4,2552.8,69.8,15.3,370.2,14.5,15.3,4.23
586,2012,Västerbotten,Norra Norrland,109.2,234.8,237.3,314.5,283.2,468.2,345.2,282.8,233.7,213.4,207.5,2929.8,62.6,7.1,516.5,17.6,7.1,3.73
587,2012,Norrbotten,Norra Norrland,78.9,212.4,238.3,286.4,358.3,633.3,464.1,310.7,193.4,227.7,333.2,3336.7,66.4,10.0,504.1,15.1,10.0,2.93
588,2013,Stockholm,Svealand,22.0,17.1,24.3,23.6,43.1,51.8,34.9,32.7,24.5,8.8,15.5,298.3,56.9,16.4,57.2,19.2,5.2,7.11
589,2013,Uppsala,Svealand,29.5,35.5,51.4,45.5,50.0,94.8,55.5,56.4,33.1,15.5,11.9,479.1,52.8,5.7,89.5,18.7,2.5,6.66
590,2013,Södermanland,Svealand,9.8,28.1,29.6,37.9,41.0,77.6,59.8,35.0,19.0,8.0,4.9,350.7,51.9,9.1,54.0,15.4,1.4,7.72
591,2013,Östergötland,Götaland,18.1,53.6,56.1,66.7,89.2,150.0,69.3,61.1,33.1,12.0,9.1,618.3,49.5,8.8,94.2,15.2,1.5,7.96
