,Year,County,Region,Type of Forest,Yearly growth,Average Age,Clear-cut Percent,3-10 years  Percent,11 - 20 years  Percent,21 - 30 years  Percent,31 - 40 years  Percent,41 - 60 years  Percent,61 - 80 years  Percent,81 - 100 years  Percent,101 - 120 years  Percent,121 - 140 years  Percent,141+ years  Percent,Old Forest 100 120 140*
569,2017,Södermanland,Svealand,Protected,7.72,75.2,12.7,0.0,0.0,0.0,0.0,29.7,11.9,22.0,5.9,5.1,12.7,23.7
570,2017,Östergötland,Svealand,Protected,7.96,80.0,0.0,6.3,5.6,0.0,4.8,5.6,22.2,27.8,16.7,0.0,10.3,27.0
571,2017,Jönköping,Götaland,Protected,7.15,89.9,0.0,8.1,1.2,1.2,0.0,26.7,9.3,8.1,8.1,23.3,15.1,46.5
572,2017,Kronoberg,Götaland,Protected,6.36,59.9,0.0,6.5,9.4,4.3,12.9,16.5,22.3,12.2,5.0,9.4,0.0,9.4
573,2017,Kalmar,Götaland,Protected,7.22,81.7,5.5,9.6,4.1,0.0,1.4,3.4,17.8,22.6,13.0,13.0,9.6,35.6
574,2017,Gotland,Götaland,Protected,4.17,94.1,0.0,0.0,0.0,6.4,7.4,7.4,8.5,25.5,21.3,6.4,17.0,17.0
575,2017,Blekinge,Götaland,Protected,8.34,73.2,0.0,4.8,5.4,6.8,6.8,17.7,23.1,18.4,4.8,6.1,8.8,19.7
576,2017,Skåne,Götaland,Protected,8.24,65.6,12.3,2.4,9.9,3.8,6.1,8.0,19.8,9.4,17.9,0.0,9.9,27.8
577,2017,Halland,Götaland,Protected,8.3,74.5,0.0,0.0,10.5,0.0,9.5,8.6,35.2,16.2,5.7,15.2,0.0,20.9
578,2017,Västra Götaland,Götaland,Protected,7.66,86.6,0.0,5.1,2.7,3.0,7.8,9.7,7.3,23.8,17.8,17.0,6.2,41.0
579,2017,Värmland,Svealand,Protected,6.7,91.9,4.0,1.9,4.4,5.0,2.3,12.1,9.1,12.3,15.4,8.9,24.7,33.6
580,2017,Orebro,Svealand,Protected,6.74,93.8,0.0,7.3,2.8,6.5,3.3,9.8,4.9,15.0,11.0,20.3,19.9,40.2
581,2017,Västmanland,Svealand,Protected,6.42,75.8,4.3,10.3,5.2,5.2,0.0,11.6,11.6,17.7,17.7,9.9,7.3,17.2
582,2017,Dalarna,Svealand,Protected,4.69,121.1,1.1,0.8,1.9,0.7,3.0,3.9,5.0,6.5,9.7,16.3,50.9,50.9
583,2017,Gävleborg,Södra Norrland,Protected,6.01,81.7,0.0,0.0,4.2,9.0,2.7,21.1,11.4,18.1,10.2,13.0,9.9,22.9
584,2017,Västernorrland,Södra Norrland,Protected,5.92,99.9,8.8,0.0,2.3,3.6,1.6,8.5,3.6,13.7,8.8,17.3,31.3,48.6
585,2017,Jämtland,Södra Norrland,Protected,4.23,139.1,0.0,0.0,0.0,1.3,0.0,1.8,2.0,2.5,4.3,14.1,74.2,74.2
586,2017,Västerbotten,Norra Norrland,Protected,3.73,131.2,0.0,0.3,0.7,1.0,1.7,3.4,2.5,3.5,12.1,9.3,65.5,65.5
587,2017,Norrbotten,Norra Norrland,Protected,2.93,132.3,0.1,0.0,0.1,0.2,0.7,0.9,3.6,9.4,10.0,14.2,60.8,60.8
588,2018,Stockholm,Svealand,Protected,7.11,105.2,0.0,0.0,0.0,3.6,4.1,9.5,11.8,17.8,7.7,18.9,27.2,53.8
589,2018,Uppsala,Svealand,Protected,6.66,98.3,0.0,0.0,3.6,0.0,6.3,9.0,9.0,16.0,26.2,18.4,11.7,30.1
590,2018,Södermanland,Svealand,Protected,7.72,77.4,12.8,0.0,0.0,0.0,0.0,29.9,12.8,22.2,6.8,5.1,12.8,24.7
591,2018,Östergötland,Svealand,Protected,7.96,80.8,0.0,6.9,6.9,0.0,0.0,11.2,16.4,28.4,18.1,0.0,11.2,29.3
592,2018,Jönköping,Götaland,Protected,7.15,85.2,0.0,7.6,1.3,1.3,0.0,29.1,10.1,7.6,8.9,16.5,16.5,41.9
593,2018,Kronoberg,Götaland,Protected,6.36,58.6,0.0,8.2,11.8,5.5,16.4,7.3,21.8,15.5,0.0,12.7,0.0,12.7
594,2018,Kalmar,Götaland,Protected,7.22,83.1,4.6,9.2,0.0,3.9,1.3,2.6,17.0,21.6,17.0,12.4,9.2,38.6
595,2018,Gotland,Götaland,Protected,4.17,93.8,0.0,0.0,0.0,6.5,6.5,7.5,8.6,24.7,21.5,6.5,17.2,17.2
596,2018,Blekinge,Götaland,Protected,8.34,75.8,0.0,0.0,10.1,6.1,2.0,17.6,22.3,16.9,5.4,9.5,9.5,24.4
597,2018,Skåne,Götaland,Protected,8.24,67.6,11.7,5.2,2.8,8.0,8.9,5.2,19.7,7.5,15.0,1.9,13.1,30.0
598,2018,Halland,Götaland,Protected,8.3,73.5,0.0,0.0,10.4,0.0,2.8,14.2,34.9,15.1,5.7,15.1,0.0,20.8
599,2018,Västra Götaland,Götaland,Protected,7.66,85.1,0.0,4.6,1.0,3.8,9.2,9.7,9.7,23.2,16.8,16.0,5.9,38.7
600,2018,Värmland,Svealand,Protected,6.7,94.9,2.6,1.8,4.1,4.9,2.4,10.8,8.7,13.4,14.0,13.8,23.5,37.3
601,2018,Orebro,Svealand,Protected,6.74,93.4,0.0,6.5,1.1,6.9,5.8,8.7,4.7,16.4,9.8,22.9,17.5,40.4
602,2018,Västmanland,Svealand,Protected,6.42,75.4,4.0,9.6,4.4,5.2,5.2,10.8,10.8,13.6,21.6,9.2,6.8,16.0
603,2018,Dalarna,Svealand,Protected,4.69,120.8,1.0,0.8,1.8,0.7,2.9,4.3,4.8,6.3,11.7,14.7,50.8,50.8
604,2018,Gävleborg,Södra Norrland,Protected,6.01,86.1,0.0,0.0,0.0,10.4,4.6,18.2,11.0,19.4,10.1,14.7,11.6,26.3
605,2018,Västernorrland,Södra Norrland,Protected,5.92,98.6,8.7,0.0,2.3,3.9,1.6,8.4,3.9,15.9,9.1,19.4,26.9,46.3
606,2018,Jämtland,Södra Norrland,Protected,4.23,139.3,0.0,0.9,0.0,0.8,0.0,1.2,1.9,2.8,4.5,11.5,76.4,76.4
607,2018,Västerbotten,Norra Norrland,Protected,3.73,128.7,0.0,0.0,0.9,1.1,1.9,4.0,3.5,2.7,15.1,11.3,59.7,59.7
608,2018,Norrbotten,Norra Norrland,Protected,2.93,132.6,0.1,0.1,0.1,0.3,0.7,0.7,3.2,9.8,9.1,14.2,61.6,61.6
609,2019,Stockholm,Svealand,Protected,7.11,110.1,0.0,0.0,0.0,0.0,5.3,4.5,19.5,16.5,5.3,19.5,30.8,55.6
610,2019,Uppsala,Svealand,Protected,6.66,95.4,0.0,0.0,4.5,0.0,4.9,11.4,11.7,13.3,26.9,11.0,15.5,26.5
611,2019,Södermanland,Svealand,Protected,7.72,84.9,12.7,0.0,0.0,0.0,4.8,21.1,8.4,15.7,4.2,8.4,24.7,37.3
612,2019,Östergötland,Svealand,Protected,7.96,81.2,0.0,5.6,4.9,0.0,4.2,14.1,19.0,23.2,14.8,0.0,14.1,28.9
613,2019,Jönköping,Götaland,Protected,7.15,75.8,0.0,0.0,1.9,3.8,0.0,43.4,13.2,13.2,13.2,13.2,0.0,26.4
614,2019,Kronoberg,Götaland,Protected,6.36,60.9,0.0,0.0,20.7,0.0,22.5,8.1,20.7,15.3,0.0,13.5,0.0,13.5
615,2019,Kalmar,Götaland,Protected,7.22,83.6,4.2,3.6,0.0,7.8,1.8,3.0,19.8,23.4,15.6,11.4,8.4,35.4
616,2019,Gotland,Götaland,Protected,4.17,98.6,0.0,0.0,0.0,6.2,7.2,7.2,8.2,27.8,12.4,7.2,24.7,24.7
617,2019,Blekinge,Götaland,Protected,8.34,83.6,0.0,0.0,4.7,13.4,0.0,10.2,13.4,29.1,6.3,11.8,11.0,29.1
618,2019,Skåne,Götaland,Protected,8.24,70.6,12.1,5.1,3.3,7.5,8.9,2.3,23.8,7.9,11.7,5.1,13.6,30.4
619,2019,Halland,Götaland,Protected,8.3,77.2,0.0,0.0,0.0,12.5,3.8,14.4,31.7,16.3,5.8,11.5,4.8,22.1
620,2019,Västra Götaland,Götaland,Protected,7.66,92.1,0.0,3.0,0.3,1.3,11.1,8.8,11.8,19.9,12.6,21.9,9.8,44.3
621,2019,Värmland,Svealand,Protected,6.7,94.7,2.9,0.0,6.3,5.0,1.5,9.6,9.2,15.2,12.5,12.5,24.6,37.1
622,2019,Orebro,Svealand,Protected,6.74,88.7,2.1,8.3,1.7,6.6,5.6,8.0,4.5,13.5,11.8,20.8,16.7,37.5
623,2019,Västmanland,Svealand,Protected,6.42,73.8,2.5,14.3,1.8,6.8,4.3,8.6,10.4,16.1,16.1,12.5,6.4,18.9
624,2019,Dalarna,Svealand,Protected,4.69,120.3,1.0,0.8,1.8,0.7,1.7,4.5,6.0,8.1,11.3,16.8,47.5,47.5
625,2019,Gävleborg,Södra Norrland,Protected,6.01,84.8,0.0,0.0,0.0,11.0,5.0,19.6,10.1,19.2,5.4,14.2,14.5,28.7
626,2019,Västernorrland,Södra Norrland,Protected,5.92,104.9,6.4,0.0,1.8,3.3,1.8,7.6,3.6,13.3,8.5,18.2,34.5,52.7
627,2019,Jämtland,Södra Norrland,Protected,4.23,140.1,0.0,1.5,0.0,0.9,0.0,0.4,2.1,1.7,2.6,12.7,78.2,78.2
628,2019,Västerbotten,Norra Norrland,Protected,3.73,129.1,0.0,0.0,0.8,1.1,1.1,3.9,4.2,3.5,13.6,11.4,60.4,60.4
629,2019,Norrbotten,Norra Norrland,Protected,2.93,132.3,0.1,0.1,0.4,0.3,0.7,0.1,4.1,9.1,10.9,12.4,61.7,61.7
